team,sponsor,stage,counterfactual,baseline_roi,counterfactual_roi,roi_delta,roi_ci_low,roi_ci_high,method,reason
Morocco,Coca-Cola,group_or_knockout,media_surge,4.355,4.9647,0.6097,4.7047,5.2247,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Morocco,Coca-Cola,group_or_knockout,budget_cut,4.355,4.0502,-0.3049,3.7702,4.3302,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Morocco,Coca-Cola,group_or_knockout,budget_increase,4.355,4.7034,0.3484,4.4334,4.9734,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Morocco,Coca-Cola,group_or_knockout,negative_news_shock,4.355,3.5711,-0.7839,3.1911,3.9511,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.348,3.8262,-0.5218,3.5062,4.1462,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.348,4.9567,0.6087,4.6967,5.2167,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.348,4.0436,-0.3044,3.7636,4.3236,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.348,4.6958,0.3478,4.4258,4.9658,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.348,3.5654,-0.7826,3.1854,3.9454,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
China,Adidas,group_or_knockout,player_absent,4.348,3.8262,-0.5218,3.5062,4.1462,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
China,Adidas,group_or_knockout,media_surge,4.348,4.9567,0.6087,4.6967,5.2167,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
China,Adidas,group_or_knockout,budget_cut,4.348,4.0436,-0.3044,3.7636,4.3236,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
China,Adidas,group_or_knockout,budget_increase,4.348,4.6958,0.3478,4.4258,4.9658,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
China,Adidas,group_or_knockout,negative_news_shock,4.348,3.5654,-0.7826,3.1854,3.9454,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Costa Rica,Visa,group_or_knockout,player_absent,4.343,3.8218,-0.5212,3.5018,4.1418,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Costa Rica,Visa,group_or_knockout,media_surge,4.343,4.951,0.608,4.691,5.211,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Costa Rica,Visa,group_or_knockout,budget_cut,4.343,4.039,-0.304,3.759,4.319,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Costa Rica,Visa,group_or_knockout,budget_increase,4.343,4.6904,0.3474,4.4204,4.9604,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Costa Rica,Visa,group_or_knockout,negative_news_shock,4.343,3.5613,-0.7817,3.1813,3.9413,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.343,3.8218,-0.5212,3.5018,4.1418,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.343,4.951,0.608,4.691,5.211,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.343,4.039,-0.304,3.759,4.319,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.343,4.6904,0.3474,4.4204,4.9604,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.343,3.5613,-0.7817,3.1813,3.9413,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Russia,Hyundai,group_or_knockout,player_absent,4.339,3.8183,-0.5207,3.4983,4.1383,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Russia,Hyundai,group_or_knockout,media_surge,4.339,4.9465,0.6075,4.6865,5.2065,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Russia,Hyundai,group_or_knockout,budget_cut,4.339,4.0353,-0.3037,3.7553,4.3153,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Russia,Hyundai,group_or_knockout,budget_increase,4.339,4.6861,0.3471,4.4161,4.9561,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Russia,Hyundai,group_or_knockout,negative_news_shock,4.339,3.558,-0.781,3.178,3.938,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Uruguay,Vivo,group_or_knockout,player_absent,4.339,3.8183,-0.5207,3.4983,4.1383,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Uruguay,Vivo,group_or_knockout,media_surge,4.339,4.9465,0.6075,4.6865,5.2065,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Uruguay,Vivo,group_or_knockout,budget_cut,4.339,4.0353,-0.3037,3.7553,4.3153,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Uruguay,Vivo,group_or_knockout,budget_increase,4.339,4.6861,0.3471,4.4161,4.9561,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Uruguay,Vivo,group_or_knockout,negative_news_shock,4.339,3.558,-0.781,3.178,3.938,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Norway,McDonald's,group_or_knockout,player_absent,4.335,3.8148,-0.5202,3.4948,4.1348,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Norway,McDonald's,group_or_knockout,media_surge,4.335,4.9419,0.6069,4.6819,5.2019,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Norway,McDonald's,group_or_knockout,budget_cut,4.335,4.0316,-0.3034,3.7515,4.3116,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Norway,McDonald's,group_or_knockout,budget_increase,4.335,4.6818,0.3468,4.4118,4.9518,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Norway,McDonald's,group_or_knockout,negative_news_shock,4.335,3.5547,-0.7803,3.1747,3.9347,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.335,3.8148,-0.5202,3.4948,4.1348,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.335,4.9419,0.6069,4.6819,5.2019,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.335,4.0316,-0.3034,3.7515,4.3116,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.335,4.6818,0.3468,4.4118,4.9518,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.335,3.5547,-0.7803,3.1747,3.9347,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Sweden,Budweiser,group_or_knockout,player_absent,4.328,3.8086,-0.5194,3.4886,4.1286,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Sweden,Budweiser,group_or_knockout,media_surge,4.328,4.9339,0.6059,4.6739,5.1939,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Sweden,Budweiser,group_or_knockout,budget_cut,4.328,4.025,-0.303,3.745,4.305,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Sweden,Budweiser,group_or_knockout,budget_increase,4.328,4.6742,0.3462,4.4042,4.9442,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Sweden,Budweiser,group_or_knockout,negative_news_shock,4.328,3.549,-0.779,3.169,3.929,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.328,3.8086,-0.5194,3.4886,4.1286,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.328,4.9339,0.6059,4.6739,5.1939,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.328,4.025,-0.303,3.745,4.305,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.328,4.6742,0.3462,4.4042,4.9442,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.328,3.549,-0.779,3.169,3.929,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.326,3.8069,-0.5191,3.4869,4.1269,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.326,4.9316,0.6056,4.6716,5.1916,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.326,4.0232,-0.3028,3.7432,4.3032,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.326,4.6721,0.3461,4.4021,4.9421,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.326,3.5473,-0.7787,3.1673,3.9273,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Ghana,Vivo,group_or_knockout,player_absent,4.326,3.8069,-0.5191,3.4869,4.1269,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Ghana,Vivo,group_or_knockout,media_surge,4.326,4.9316,0.6056,4.6716,5.1916,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Ghana,Vivo,group_or_knockout,budget_cut,4.326,4.0232,-0.3028,3.7432,4.3032,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Ghana,Vivo,group_or_knockout,budget_increase,4.326,4.6721,0.3461,4.4021,4.9421,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Ghana,Vivo,group_or_knockout,negative_news_shock,4.326,3.5473,-0.7787,3.1673,3.9273,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Switzerland,Visa,group_or_knockout,player_absent,4.321,3.8025,-0.5185,3.4825,4.1225,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Switzerland,Visa,group_or_knockout,media_surge,4.321,4.9259,0.6049,4.6659,5.1859,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Switzerland,Visa,group_or_knockout,budget_cut,4.321,4.0185,-0.3025,3.7385,4.2985,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Switzerland,Visa,group_or_knockout,budget_increase,4.321,4.6667,0.3457,4.3967,4.9367,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Switzerland,Visa,group_or_knockout,negative_news_shock,4.321,3.5432,-0.7778,3.1632,3.9232,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.321,3.8025,-0.5185,3.4825,4.1225,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.321,4.9259,0.6049,4.6659,5.1859,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.321,4.0185,-0.3025,3.7385,4.2985,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.321,4.6667,0.3457,4.3967,4.9367,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.321,3.5432,-0.7778,3.1632,3.9232,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Egypt,Hyundai,group_or_knockout,player_absent,4.318,3.7998,-0.5182,3.4798,4.1198,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Egypt,Hyundai,group_or_knockout,media_surge,4.318,4.9225,0.6045,4.6625,5.1825,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Egypt,Hyundai,group_or_knockout,budget_cut,4.318,4.0157,-0.3023,3.7357,4.2957,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Egypt,Hyundai,group_or_knockout,budget_increase,4.318,4.6634,0.3454,4.3934,4.9334,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Egypt,Hyundai,group_or_knockout,negative_news_shock,4.318,3.5408,-0.7772,3.1608,3.9208,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Russia,Hyundai,group_or_knockout,player_absent,4.318,3.7998,-0.5182,3.4798,4.1198,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Russia,Hyundai,group_or_knockout,media_surge,4.318,4.9225,0.6045,4.6625,5.1825,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
