match_id,team_a,team_b,stage,scenario,strategy_type,scenario_roi,roi_lift,risk_score,risk_level,roi_ci_low,roi_ci_high,recommendation_reason,strategy_recommendation,scenario_rank
103,Austria,Brazil,tournament,player_risk_defense,conservative,3.026,-0.08,0.428,medium,2.76,3.292,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
103,Austria,Brazil,tournament,knockout_takeover,aggressive,3.332,0.226,0.528,medium,3.001,3.663,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
104,Czechoslovakia,Northern Ireland,tournament,conservative_efficiency,conservative,3.504,-0.002,0.19,low,3.319,3.689,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
104,Czechoslovakia,Northern Ireland,tournament,balanced_activation,balanced,3.548,0.042,0.29,low,3.326,3.77,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
104,Czechoslovakia,Northern Ireland,tournament,aggressive_media_surge,aggressive,3.668,0.162,0.43,medium,3.379,3.957,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
104,Czechoslovakia,Northern Ireland,tournament,player_risk_defense,conservative,3.426,-0.08,0.37,low,3.18,3.672,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
104,Czechoslovakia,Northern Ireland,tournament,knockout_takeover,aggressive,3.732,0.226,0.47,medium,3.421,4.043,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
105,England,Russia,tournament,conservative_efficiency,conservative,3.214,-0.002,0.272,low,3.002,3.426,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
105,England,Russia,tournament,balanced_activation,balanced,3.258,0.042,0.372,low,3.008,3.508,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
105,England,Russia,tournament,aggressive_media_surge,aggressive,3.378,0.162,0.512,medium,3.062,3.694,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
105,England,Russia,tournament,player_risk_defense,conservative,3.136,-0.08,0.452,medium,2.862,3.41,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
105,England,Russia,tournament,knockout_takeover,aggressive,3.442,0.226,0.552,medium,3.103,3.781,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
106,France,Paraguay,tournament,conservative_efficiency,conservative,3.964,-0.002,0.267,low,3.753,4.175,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
106,France,Paraguay,tournament,balanced_activation,balanced,4.008,0.042,0.367,low,3.76,4.256,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
106,France,Paraguay,tournament,aggressive_media_surge,aggressive,4.128,0.162,0.507,medium,3.813,4.443,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
106,France,Paraguay,tournament,player_risk_defense,conservative,3.886,-0.08,0.447,medium,3.614,4.158,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
106,France,Paraguay,tournament,knockout_takeover,aggressive,4.192,0.226,0.547,medium,3.855,4.529,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
107,Hungary,Wales,tournament,conservative_efficiency,conservative,3.901,-0.002,0.252,low,3.695,4.107,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
107,Hungary,Wales,tournament,balanced_activation,balanced,3.945,0.042,0.352,low,3.702,4.188,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
107,Hungary,Wales,tournament,aggressive_media_surge,aggressive,4.065,0.162,0.492,medium,3.755,4.375,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
107,Hungary,Wales,tournament,player_risk_defense,conservative,3.823,-0.08,0.432,medium,3.556,4.09,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
107,Hungary,Wales,tournament,knockout_takeover,aggressive,4.129,0.226,0.532,medium,3.797,4.461,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
108,Scotland,Yugoslavia,tournament,conservative_efficiency,conservative,3.406,-0.002,0.296,low,3.185,3.627,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
108,Scotland,Yugoslavia,tournament,balanced_activation,balanced,3.45,0.042,0.396,medium,3.192,3.708,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
108,Scotland,Yugoslavia,tournament,aggressive_media_surge,aggressive,3.57,0.162,0.536,medium,3.245,3.895,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
108,Scotland,Yugoslavia,tournament,player_risk_defense,conservative,3.328,-0.08,0.476,medium,3.046,3.61,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
108,Scotland,Yugoslavia,tournament,knockout_takeover,aggressive,3.634,0.226,0.576,medium,3.287,3.981,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
109,Sweden,Mexico,tournament,conservative_efficiency,conservative,3.695,-0.002,0.255,low,3.488,3.902,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
109,Sweden,Mexico,tournament,balanced_activation,balanced,3.739,0.042,0.355,low,3.495,3.983,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
109,Sweden,Mexico,tournament,aggressive_media_surge,aggressive,3.859,0.162,0.495,medium,3.548,4.17,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
109,Sweden,Mexico,tournament,player_risk_defense,conservative,3.617,-0.08,0.435,medium,3.349,3.885,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
109,Sweden,Mexico,tournament,knockout_takeover,aggressive,3.923,0.226,0.535,medium,3.59,4.256,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
110,Argentina,Northern Ireland,tournament,conservative_efficiency,conservative,3.916,-0.002,0.317,low,3.688,4.144,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
110,Argentina,Northern Ireland,tournament,balanced_activation,balanced,3.96,0.042,0.417,medium,3.695,4.225,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
110,Argentina,Northern Ireland,tournament,aggressive_media_surge,aggressive,4.08,0.162,0.557,medium,3.748,4.412,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
110,Argentina,Northern Ireland,tournament,player_risk_defense,conservative,3.838,-0.08,0.497,medium,3.549,4.127,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
110,Argentina,Northern Ireland,tournament,knockout_takeover,aggressive,4.144,0.226,0.597,medium,3.79,4.498,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
111,Austria,Russia,tournament,conservative_efficiency,conservative,3.119,-0.002,0.27,low,2.907,3.331,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
111,Austria,Russia,tournament,balanced_activation,balanced,3.163,0.042,0.37,low,2.914,3.412,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
111,Austria,Russia,tournament,aggressive_media_surge,aggressive,3.283,0.162,0.51,medium,2.967,3.599,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
111,Austria,Russia,tournament,player_risk_defense,conservative,3.041,-0.08,0.45,medium,2.768,3.314,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
111,Austria,Russia,tournament,knockout_takeover,aggressive,3.347,0.226,0.55,medium,3.008,3.686,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
112,Brazil,England,tournament,conservative_efficiency,conservative,4.011,-0.002,0.218,low,3.817,4.205,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
112,Brazil,England,tournament,balanced_activation,balanced,4.055,0.042,0.318,low,3.823,4.287,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
112,Brazil,England,tournament,aggressive_media_surge,aggressive,4.175,0.162,0.458,medium,3.877,4.473,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
112,Brazil,England,tournament,player_risk_defense,conservative,3.933,-0.08,0.398,medium,3.678,4.188,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
112,Brazil,England,tournament,knockout_takeover,aggressive,4.239,0.226,0.498,medium,3.918,4.56,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
113,Czechoslovakia,Germany,tournament,conservative_efficiency,conservative,3.545,-0.002,0.168,low,3.368,3.722,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
113,Czechoslovakia,Germany,tournament,balanced_activation,balanced,3.589,0.042,0.268,low,3.374,3.804,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
113,Czechoslovakia,Germany,tournament,aggressive_media_surge,aggressive,3.709,0.162,0.408,medium,3.428,3.99,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
113,Czechoslovakia,Germany,tournament,player_risk_defense,conservative,3.467,-0.08,0.348,low,3.229,3.705,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
113,Czechoslovakia,Germany,tournament,knockout_takeover,aggressive,3.773,0.226,0.448,medium,3.469,4.077,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
114,France,Yugoslavia,tournament,conservative_efficiency,conservative,3.851,-0.002,0.174,low,3.672,4.03,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
114,France,Yugoslavia,tournament,balanced_activation,balanced,3.895,0.042,0.274,low,3.678,4.112,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
114,France,Yugoslavia,tournament,aggressive_media_surge,aggressive,4.015,0.162,0.414,medium,3.732,4.298,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
114,France,Yugoslavia,tournament,player_risk_defense,conservative,3.773,-0.08,0.354,low,3.533,4.013,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
114,France,Yugoslavia,tournament,knockout_takeover,aggressive,4.079,0.226,0.454,medium,3.773,4.385,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
115,Mexico,Wales,tournament,conservative_efficiency,conservative,3.268,-0.002,0.213,low,3.076,3.46,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
115,Mexico,Wales,tournament,balanced_activation,balanced,3.312,0.042,0.313,low,3.082,3.542,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
115,Mexico,Wales,tournament,aggressive_media_surge,aggressive,3.432,0.162,0.453,medium,3.136,3.728,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
115,Mexico,Wales,tournament,player_risk_defense,conservative,3.19,-0.08,0.393,medium,2.936,3.444,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
115,Mexico,Wales,tournament,knockout_takeover,aggressive,3.496,0.226,0.493,medium,3.177,3.815,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
116,Paraguay,Scotland,tournament,conservative_efficiency,conservative,3.699,-0.002,0.213,low,3.507,3.891,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
116,Paraguay,Scotland,tournament,balanced_activation,balanced,3.743,0.042,0.313,low,3.513,3.973,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
116,Paraguay,Scotland,tournament,aggressive_media_surge,aggressive,3.863,0.162,0.453,medium,3.567,4.159,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
116,Paraguay,Scotland,tournament,player_risk_defense,conservative,3.621,-0.08,0.393,medium,3.367,3.875,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
116,Paraguay,Scotland,tournament,knockout_takeover,aggressive,3.927,0.226,0.493,medium,3.608,4.246,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
117,Sweden,Hungary,tournament,conservative_efficiency,conservative,3.702,-0.002,0.159,low,3.528,3.876,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
117,Sweden,Hungary,tournament,balanced_activation,balanced,3.746,0.042,0.259,low,3.534,3.958,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
117,Sweden,Hungary,tournament,aggressive_media_surge,aggressive,3.866,0.162,0.399,medium,3.588,4.144,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
117,Sweden,Hungary,tournament,player_risk_defense,conservative,3.624,-0.08,0.339,low,3.389,3.859,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
117,Sweden,Hungary,tournament,knockout_takeover,aggressive,3.93,0.226,0.439,medium,3.629,4.231,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
118,Argentina,Czechoslovakia,tournament,conservative_efficiency,conservative,3.864,-0.002,0.281,low,3.648,4.08,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
118,Argentina,Czechoslovakia,tournament,balanced_activation,balanced,3.908,0.042,0.381,medium,3.655,4.161,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
118,Argentina,Czechoslovakia,tournament,aggressive_media_surge,aggressive,4.028,0.162,0.521,medium,3.708,4.348,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
118,Argentina,Czechoslovakia,tournament,player_risk_defense,conservative,3.786,-0.08,0.461,medium,3.509,4.063,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
118,Argentina,Czechoslovakia,tournament,knockout_takeover,aggressive,4.092,0.226,0.561,medium,3.75,4.434,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
119,Austria,England,tournament,conservative_efficiency,conservative,3.205,-0.002,0.241,low,3.003,3.407,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
119,Austria,England,tournament,balanced_activation,balanced,3.249,0.042,0.341,low,3.01,3.488,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
119,Austria,England,tournament,aggressive_media_surge,aggressive,3.369,0.162,0.481,medium,3.063,3.675,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
119,Austria,England,tournament,player_risk_defense,conservative,3.127,-0.08,0.421,medium,2.864,3.39,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
119,Austria,England,tournament,knockout_takeover,aggressive,3.433,0.226,0.521,medium,3.104,3.762,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
120,Brazil,Russia,tournament,conservative_efficiency,conservative,4.005,-0.002,0.263,low,3.796,4.214,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
120,Brazil,Russia,tournament,balanced_activation,balanced,4.049,0.042,0.363,low,3.802,4.296,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
120,Brazil,Russia,tournament,aggressive_media_surge,aggressive,4.169,0.162,0.503,medium,3.856,4.482,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
120,Brazil,Russia,tournament,player_risk_defense,conservative,3.927,-0.08,0.443,medium,3.656,4.198,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
120,Brazil,Russia,tournament,knockout_takeover,aggressive,4.233,0.226,0.543,medium,3.897,4.569,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
